,subject,sentence
4019, שיטות  איזו  מ ,"שתי השיטות טובות כאמור השאלה היא איזו מהן מקובלת בוויקיפדיה
"
4020, תודה ,"תודה מראש קרתגו זה השם המקובל ברב הספרים החדשים בעברית
"
4022, קואליציה ,"את האופוזיציה העיקרית היוותה הקואליציה הדמוקרטית של מונגוליה
"
4023, אתה ,"אתה מוזמן לבדוק ולמצוא עשרות פסקאות דומות בעשרות ערכים כאלו
"
4024, תקופה ,"באותה תקופה היה חבר מרכז ההגנה ומונה כמפקד פלוגות הפועל
"
4026, האם ,"האם תוכל לתרום לערך על ידי תרגום חלקים מהערך הגרמני
"
4027, אתר  אני ,"האתר הופעל לפני כשבועיים בלבד ואני עדיין מוסיף לו תכנים
"
4029, נקודות ,"הנקודות החומות אנשים שידוע בוודאות כי אינם נושאים את הנגיף
"
4030, הרי  יכולת ,"הרי לארגון אין יכולת עמידה ברוב בתי המשפט בעולם המערבי
"
4032, תובע ,"ידוע בעיקר כמי שהיה התובע מטעם מדינת ישראל במשפט אייכמן
"
4033, דברים ,"ככל שהדברים אמורים בי ומלבד שאלת התמונות הערך הזה גמור
"
4034, חברי  חברי ,"כל חברי הממשלה צריכים להיות חברי אחד משני בתי הפרלמנט
"
4036, דיין ,"לאחר סיום הקורס נשלח דיין לקורס מפקדים בכירים בבריטניה
"
4037, מומחה ,"לגבי התיקון השני כנראה צריך מומחה גדול ממני לביצוע התיקון
"
4039, סוגריים  שם ,"קורה שיש בשם הערך סוגריים או שהשם בוויקישיתוף נכתב ברבים
"
4040, קישורים ,"קישורים חיצוניים על האופרה באתר האופרה הישראלית החדשה
"
4041, ו  הם ,"שורשי המשפחה בפירנצה והם מגיעים עד ימי הביניים המוקדמים
"
4042, שטח ,"שטח הפארק 1 2 קמ""ר הוא גדול מהעיר העתיקה בירושלים
"
4043, אנשים  סיכוי ,"שני האנשים נדרשים להגיד מהו הסיכוי לקבל עץ בפעם המאה
"
4044, תודה ,"תודה תודה על הכנסת הדף לקטגוריה שחקני כדוריד ישראליים
"
4046, חסידים ,"בטבריה זכו החסידים לכבוד רב מידי היהודים הספרדים בני העיר
"
4047, יזהר ,"בראש צוות התנועה עומד יזהר הס מנכ""ל התנועה המסורתית בישראל
"
4048, גוטמן ,"גוטמן היה פעיל במרד גטו ורשה במסגרת הארגון היהודי הלוחם
"
4049, דף ,"דף השינויים האחרונים נצפה הרבה יותר מדף הערכים המבוקשים
"
4051, מקום ,"המקום לניתוח יהיה הפסקה המתאימה בערך תופעת העולם הקטן
"
4052, שניים ,"השניים האחרים הם מערת המכפלה ומקום בניית בית המקדש
"
4053, שפה ,"השפה מדוברת במזרח חצי האי האיברי ובמספר מקומות נוספים
"
4054, פתחת ,"כדי לקבל תשומת לב לדיון שפתחת השאר הודעה בלוח המודעות
"
4056, כריכת ,"כריכת המהדורה העברית החדשה של הספר בתרגומו של מיכאל דק
"
4058, מרידור ,"מרידור היה ממייסדי תנועת החרות ויו""ר סניף התנועה בירושלים
"
4060, רוב ,"רוב הלהקות היו בריטיות רק אחדות מהן אמריקאיות או גרמניות
"
4061, ויכוח ,"הויכוח שלנו בדבר הפרשנות לישיבת הפרלמנט עומד לבוררות
"
4062, העדר ,"העדר חומר ביוגרפי מציב סימן שאלה מעל כתיבת ערך ביוגרפי
"
4063, קהילה ,"הקהילה הפעילה בית ספר בית אבות מועדוני ספורט ומרכז תרבות
"
4064, זה ,"זה שקול בעיניי לביטול הערך גרמניה המזרחית בגלל איחוד גרמניה
"
4065, חברי  חברי ,"חברי הקבינט חייבים להיות חברי אחד מבתי הפרלמנט הבריטי
"
4066, מתמטיקאים ,"לכן מתמטיקאים בימינו מקבלים את בניית המספרים הממשיים
"
4067, שינוי ,"מבחינה כלכלית חל שינוי במבנה הכלכלה המסורתית בחברה הערבית
"
4068, כוחותיה ,"קודם לכן השתייכו כוחותיה הימיים של אוסטריה לאימפריה האוסטרית
"
4069, קישורים ,"קישורים חיצוניים אתר הישיבה פורים בישיבה גיוס התרומות המסורתי
"
4070, אוכלוסיית ,"אוכלוסיית בתי הסוהר בעולם בעולם אסורים מעל תשעה מיליון אנשים
"
4071, האם  אפליה ,"האם הייתה אפליה כנגד ספורטאים יהודים באותה מדינה ובאותה תקופה
"
4072, הערות ,"הערות שוליים הסוכנות הבריטית להגנת הבריאות בוויקיפדיה האנגלית
"
4073, ויקיפדיה ,"ויקיפדיה באנגלית אינה הוכחה גם לפי העקרונות המנחים של ויקיפדיה
"
4074, מושבה ,"מושבה נוספת מונטסראט נותרה במעמד טריטוריה בריטית שמעבר לים
"
4076, מגפת ,"שמונה מאות שנים לאחר מגפת יוסטיניאנוס שבה מגפת הדבר לאירופה
"
4077, שפות ,"שפות תכנות בשפות תכנות מיוצגת מטריצה באמצעות מערך דו ממדי
"
4078, בויקיפדיה  ערכים ,"בדקתי מה מקובל בויקיפדיה וראיתי שמקובל שיהיו ערכים על שכונות
"
4079, ו ,"בווינה פועלות גם התזמורת הסימפונית של וינה ותזמורת אמני הצליל
"
4080, ערך ,"הערך מבוסס קצת על הערך באנגלית וקצת על הקישורים החיצוניים
"
4081, לימודים ,"הלימודים בגן חובה בדומה ללימודים בבית הספר היסודי ניתנים חינם
"
4082, נושאים ,"יש לדאוג ששני הנושאים חברות מהגרים חברות מערביות יופיעו בערך
"
4083, שמועה  הוא ,"שמועה נוספת טוענת שהוא יהיה ר""מ בישיבת בישיבת שבות ישראל
"
4084, כלכלית  ירושלים ,"כלכלית ירושלים בע""מ היא חברת נדל""ן גדולה שמקום מושבה בירושלים
"
4086, אגודה ,"האגודה הישראלית לתקשורת היא ארגון הגג של חוקרי התקשורת בישראל
"
4089, אלבום ,"האלבום כולל שילוב מהפכני של מוזיקה אפריקאית ומוזיקה אמריקאית פופולרית
"
4090, מלחמת ,"מלחמת העצמאות במלחמת העצמאות נעשו שלושה ניסיונות לכבוש את המצודה
"
4091, שילוב ,"שילוב ויקיפדיה אנציקלופדית הגולשים בהוראה ויקיפדיה היא אנציקלופדיית גולשים שיתופית
"
4092, נזק ,"אם תרצו גם פציעות באורח קשה אולי נזק קיצוני לרכוש
"
4093, מקום ,"המקום ספג הפצצות כבדות מצד מטוסי מדינות הציר
"
4094, פיצוץ ,"כתוצאה מכך נגרם פיצוץ אדיר שיצר את הר הדרקון
"
4096, המוני ,"להתקפה הצטרפו גם המוני ערבים שהיו מחוץ לחצר
"
4097, צמחים ,"בתחומי מדבר יהודה מצויים גם צמחים נדירים יחסית
"
4098, כולם ,"רואה עצמו כאיש חשוב בעל עוצמה שכולם צריכים לציית לו
"
4099, אני ,"אני ממליץ למחוק את הקצרמרים רק לאחר שלושה חודשים
"
4102, אתה  ערך ,"פקמן אם אתה רוצה שהערך יימחק פתח הצבעת מחיקה
"
4103, עונה ,"צריך פיצול אבל נחכה לדצמבר אז תעלה העונה החדשה
"
4105, אין  צורך ,"אין צורך לשנות חתימה רק להוסיף חמש טילדות איפה שצריך
"
4106, כלים ,"בחצר מוצגים כלים חקלאיים שאינם היום יותר בשימוש
"
4107, איש ,"במיוחד שאיש לא יצליח למצוא אותו במנוע החיפוש של ויקי
"
4110, ערך  מקום ,"ד באמת אחרי שנוצר הערך המורחב יש מקום לקצר כאן
"
4111, הצבעה ,"ההצבעה צריכה להיות למחוק או להשאיר ולא שום דבר אחר
"
4112, הוא ,"הוא יוצא בצידו המערבי ליד העיר ז'נבה ונכנס לצרפת
"
4113, צופים ,"הצופים המצרים משחקים תפקיד חשוב בשירות הקהילתי
"
4114, זה  סגנון  אני ,"זה לא סגנון כתיבה מסודר שאני מצפה למצוא באנציקלופדיה
"
4116, משפחת ,"כיום משפחת ריבלין מונה אלפי צאצאים בארץ ובעולם
"
4117, צורך ,"לא היה עוד צורך להסתמך על ההשראה בחיפוש אחר תשובות
"
4118, הוספה ,"לדעתי הוספה של קטגורית משפחות צמחים היא רצויה מאוד
"
4119, אני ,"למעשה אני מסכים לחלוטין עם הציטוט הנ""ל גם אם בצער
"
4120, מצבו ,"מצבו של הערך המקביל באנגלית לצערי גם לא משובח
"
4122, קישורים  אתר ,"קישורים חיצוניים אתר המרצה מכללת ליפשיץ ירושלים
"
4124, אביו ,"אביו היה סוחר יין ואמו בת למשפחת הוצאת לאור חשובה
"
4125, זה ,"אולי זה יגרום להם לצפות לאותו יחס גם במקומות אחרים
"
4126, אופציה ,"אופציה נוספת היא כתיבת ערך רחב יותר על דרוזים בצה""ל
"
4127, מידע  זה ,"אם תוסיף שוב מידע לא אנציקלופדי תיחסם וזה יהיה לצמיתות
"
4128, אני ,"אני בעד החלפת הלוגו בכל קפיצה בסדר הגודל שציינתי
"
4129, רוב  שבר ,"אצל רוב הספרדים נהוג שבר המצווה עולה לעלייה אחרת
"
4130, טעויות ,"בברכה גילגמש שיחה מח בתקציר ציינת שיש טעויות בערך
"
4131, מקורה ,"במקרה הספציפי הזה צריך למחוק אותה כי מקורה בטעות כתיב
"
4132, גידול ,"בנוסף לכך מתקיים גידול חקלאי מצומצם של ירקות שונים
"
4136, הם ,"האם הם אכן מייצגים את אותו שליש מהציבור שאינו מצביע
"
4137, מישהו ,"האם מישהו בכיר בארגון נתן להם הוראות לבצע את הרצח
"
4138, הוריו ,"הוריו היו ממייסדי כפר עציון לפני מלחמת העצמאות
"
4139, חסידים ,"החסידים רצו להמשיך את הקשר עם הרבי ולקבל תשובות
"
4140, כוונה  חלבונים ,"הכוונה לאחוז חומצת אמינו מסויימת בסך כל החלבונים
"
4141, מבצר ,"המבצר היה בעל כניסה אחת אשר נמצאה בחומה הדרומית
"
