,subject,sentence
1038, צה ל ,"בעקבות התגברות פיגועי הטרור יצא צה""ל למבצע חומת מגן
"
1039, פרטים  יצירת ,"הפרטים פחות חשובים אבל יצירת האופציה נראית לי צעד מתבקש
"
1041, חברי ,"רבים מחברי המפלגה נעצרו נרצחו או נשלחו למחנות ריכוז
"
1042, מד ,"אל הדרגה הראשונה מתחבר מד לחץ באמצעות צינור לחץ גבוה
"
1043, הוא ,"הוא נמצא בשימוש נרחב עד היום בארצות מתפתחות בעולם השלישי
"
1044, משחק ,"המשחק פופולרי במיוחד בארצות דוברות אנגלית אך גם בצרפת
"
1045, משפחות ,"המשפחות שחיו בחצר חיו במעין שיתוף בשטחים הציבוריים
"
1046, ערך  קיצוץ ,"הערך לא ישאר במתכונתו הנוכחית וודאי יעבור קיצוץ מאד נרחב
"
1047, ויקיפדיה  אנציקלופדיה ,"ויקיפדיה היא אנציקלופדיה חופשית מצחיק שעדיין צריך לציין זאת
"
1048, שימוש ,"כתוצאה מכך פסק השימוש בשם צ'רצ'יל עד תקופת הדוכס החמישי
"
1052, מרבית ,"מרבית תוכנות שיתוף הקבצים נמצאות בין שני קצוות מנוגדים אלו
"
1053, קישורים  ערך  הוא ,"קישורים חיצוניים אתר החברה ערך זה הוא קצרמר בנושא טכנולוגיה
"
1054, ששון ,"ששון נחשב לשחקן מגוון בעל קליעה ממרחק לצד יכולת חדירה
"
1055, אודה ,"אודה לך אם תגיב לדברי האחרונים לתשובתך בעניין עוצמה וכמות
"
1056, אלכסנדר ,"אלכסנדר סוורוס ראה בזאת ניצחון וחזר לרומא שם ערך חגיגות
"
1057, אני  אחד ,"אני פשוט מפחד להשתמש במונחים מקצועיים שאף אחד לא יבין
"
1058, בית ,"בלונדון נמצא גם בית האופרה המלכותי הידוע ברחבי העולם
"
1059, תחום ,"במלחמת העולם הראשונה התפתח גם תחום הפסיכולוגיה הצבאית
"
1060, ג ורדן ,"בקיץ שלאחר תום העונה השתתף ג'ורדן באולימפיאדת ברצלונה
"
1063, אמריקאים  ו ,"האמריקאים יצרו מגע ישיר וחברי עד כמה שניתן בין הצדדים
"
1064, הפעלת ,"הפעלת צי סוחר מאפשרת עצמאות והתפתחות כלכלית של מדינה
"
1065, צמח ,"הצמח גדל באזורים שונים בארץ ישראל בעיקר על משטחי סלע
"
1066, קהילה ,"הקהילה תדע לדחות בעצמה הצבעות על ערכים שאינם דורשים אותן
"
1067, מושבה ,"ובכן המושבה הייתה קיימת גם בצפון הקריה מצפון לרחוב קפלן
"
1068, ויליאמס ,"ויליאמס שיחק בצעירותו בקבוצת הכדורסל של אוניברסיטת אילינוי
"
1069, זה  חסימה ,"זה היה מצחיק בהתחלה מעצבן בהמשך ודורש חסימה מיידית בסוף
"
1070, אזרחי ,"יחד עם זאת אזרחי הטריטוריה יכולים להצביע בבחירות המוקדמות
"
1071, פעולות ,"יש פעולות לשיפור המהירות שניתן לבצע גם באמצעים הקיימים
"
1073, הוא ,"כלומר הוא רוצה לסגור ולמחוק לחלוטין את החשבון שלו בויקפדיה
"
1074, ו ,"כלומר מגוון רחב בהרבה וכתוצאה מכך פחות חזרות על הידעת
"
1076, לבנון  התנגדה ,"לבנון התנגדה להפסקת אש כל עוד חיילי צה""ל נמצאים בתחומה
"
1078, מבצע ,"מבצע ברק היה מבצע צבאי של חטיבת גבעתי במלחמת העצמאות
"
1079, הבנת ,"מהבחינה רגשית חשובה במיוחד הבנת קביעות העצמי הראוי לאהבה
"
1080, מיקום ,"מיקום המעבר היה בצומת הרחובות שמואל הנביא ודרך סנט ג'ורג'
"
1081, משה  מפקד ,"משה כרמל מפקד חזית הצפון במלחמת העצמאות שר התחבורה
"
1082, עיתון ,"עיתון הארץ חייב לקבל אישור של הצנזורה הצבאית לפרסום כזה
"
1083, פרויקט ,"עם חידוש העבודות במתחם החל הפרויקט להתקדם בקצב מהיר
"
1084, קישורים  ערך  הוא ,"קישורים חיצוניים אתר הפרויקט ערך זה הוא קצרמר בנושא ביולוגיה
"
1085, קישורים  ערך  הוא ,"קישורים חיצוניים האתר הרשמי ערך זה הוא קצרמר בנושא כדורגל
"
1086, קישורים ,"קישורים חיצוניים הררי באתר הפלמ""ח ועדת אקס בעיתון הארץ
"
1088, דיונים ,"אם באחת ההצבעות אין רוב הדיונים ממשיכים עד שמגיעים להחלטה
"
1089, דבר ,"אשמח לתמוך בך מהבחינה הטכנית אם הדבר יוצר עבורך קשיים
"
1090, אתר ,"אתר מועדון הלקוחות חדל להתקיים בתום שידור הערוץ בישראל
"
1091, מנהל ,"באלה נכללים המנהל הציבורי משטרה צבא בתי משפט חינוך ועוד
"
1092, גרשם ,"בדקתי בעצמי באנציקלופדיה העברית שם מופיע גרשם וגם בגוגל
"
1093, מבצע ,"בזמן ריצה מבצע האלגוריתם החלטות בהתאם לערך אקראי כלשהו
"
1094, מידע ,"בכל אופן החזרתי לערך חלק מהמידע שכתבת וערכתי אותו קצת
"
1096, טיסות ,"במסגרת ההכנות שלפני הקרב הוצאו טיסות סיור לצורכי מודיעין
"
1099, בנוסף ,"בנוסף לחברה סניף גם בירושלים וגם בניו ג'רזי ארצות הברית
"
1101, דוגמה ,"דוגמה לכך היה אלפרד דרייפוס שהגיע לדרגת קצין בצבא הצרפתי
"
1102, אופציה  אתה  לכן ,"האופציה שאתה מציע אינה מעשית מבחינה טכנית ולכן לא רלוונטית
"
1103, אלבום ,"האלבום מכר עד היום כשני מיליון וחצי עותקים ברחבי העולם
"
1104, הצבעה ,"ההצבעה בבחירות נעשתה באמצעות האינטרנט לראשונה בישראל
"
1105, ו ,"היות ואינני מומחה בתחום אני חילוני דתי לשעבר אשמח לדעתך
"
1106, מנוע ,"המנוע גם מקדם ערכי ויקיפדיה לראש רשימת תוצאות החיפוש שלו
"
1107, המצאה ,"המצאה אחרת הכתב התפתחה ככל הנקרא באופן בלעדי באזור זה
"
1108, משחק ,"המשחק נחשב לאירוע מיוחד והפך ליום חג בחברה האמריקאית
"
1109, הקרנה ,"הקרנה בשלושה או חמישה פסטיבלים לא מקנה שום חשיבות אנציקלופדית
"
1110, התברר  ערך  חשש ,"התברר שהערך היה קצרמר לכן אין חשש להפרת זכויות יוצרים
"
1111, אנחנו ,"ולגבי דחיית המלחמה בחודש אנחנו לא באמת יכולים לדעת זאת
"
1112, אני ,"ועדיין אני לא חושב שצריך להכניס לערך את הקטגוריה משפחה
"
1113, שטרן ,"לאחר סיום מלחמת האזרחים המשיך שטרן לשרת בצבא האדום
"
1116, כתבת ,"מהסיבה הפשוטה שכתבת חומר שאיננו מנוסח בצורה אנציקלופדית
"
1119, קישורים ,"קישורים חיצוניים ראו מדיה וקבצים בנושא מעבר ברנר בוויקישיתוף
"
1121, תוצאות  הן ,"תוצאות קרב ווטרלו גם הן הועברו לראשונה לאנגליה באמצעות יונה
"
1122, משחקים ,"תשעה משחקים פותחו למערכת זו ויצאו לשווקים לקראת עונת החגים
"
1125, עת ,"באותה עת התנהלו במרץ ההכנות הגרמניות למבצע ברברוסה
"
1126, גלריה ,"במהלך מלחמת העולם הראשונה שימשה הגלריה כבית חולים צבאי
"
1127, תפילת ,"במוצאי שבת מוסיפים לאחר תפילת שמונה עשרה אמירת תוספות שונות
"
1128, חברים ,"בצעירותו רכש חברים רבים מבין אנשי הקהילה היהודית של קרקוב
"
1130, ו ,"בשתי הארצות נפגש עם פקידי ממשלה בכירים וחברי פרלמנט
"
1133, גשמים ,"גשמים יורדים בעיקר מחודש מאי ועד נובמבר הנחשבים חודשי החורף
"
1134, דיין ,"דיין למד משחק בבית צבי והשתתף בעשרות סרטי קולנוע בארץ
"
1135, גרסה ,"הגרסה הקצרה נחשבת בעיני רבים כשיר הפופ האלקטרוני הראשון
"
1136, הוא  בעל ,"הוא בעל התארים חבר מסדר השירות המצוין והחברה המלכותית
"
1137, הוא ,"הוא היה בעל הסמכות הראשי בתחומים כלכליים הנוגעים ליחסי חוץ
"
1138, כתיבה  ו  חמצן ,"הכתיבה היא של נוסחה מולקולרית ולכן החמצן מופיע לפני המימן
"
1139, מספר ,"המספר פה מציין את מספר התושבים במחוז ירושלים ולא בעיר
"
1140, פולנים ,"הפולנים ביצעו הרג ביהודים גם לאחר סיום המלחמה ראו להלן
"
1142, ז בוטינסקי ,"ז'בוטינסקי העלה בפניהם את רעיונותיו להקמת יחידת צבא יהודית
"
1144, חלקו ,"חלקו המערבי שופץ באופן זמני כדי לאפשר את המשך הפולחן
"
1145, הבדל ,"יש קצת הבדל בחשיבות בין המשחקים האולימפיים לליגה האנגלית
"
1146, נזק ,"כמה נזק ככלל גורמים כל הקצרמרים שאינם עוסקים בנושאים חשובים
"
1147, התחלתי ,"לאחרונה התחלתי לחשוב שראיתי פתאום שיפור בניקוד בוויקיפדיה עברית
"
1148, ערך ,"לדעתי הערך יוצר כפילות עם קטגוריית הטנקים ויש למחוק אותו
"
1149, מקום ,"לדעתי צריך אולי להגדיר לאיזה מוסד חינוכי יש מקום בויקיפדיה
"
1150, מישהו ,"מחפשים מישהו לתרגם את החומר לבחירות הבאות לחבר הנאמנים
"
1152, מיעוט ,"מיעוט קטן משתייך לדת הנוצרית בדרך כלל לנצרות האורתודוקסית
"
1154, נתונים ,"נדמה לי שהופיעו נתונים אמיתיים בגיליון במחנה של תחילת דצמבר
"
